2.2675737e-04 2.0000000e+00 2.0002304e+00
4.5351474e-04 1.9999993e+00 2.0010335e+00
6.8027211e-04 1.9999994e+00 2.0024222e+00
9.0702948e-04 2.0000102e+00 2.0044060e+00
1.1337868e-03 2.0000328e+00 2.0069932e+00
1.3605442e-03 2.0000212e+00 2.0101912e+00
1.5873016e-03 1.9999131e+00 2.0140067e+00
1.8140590e-03 1.9997687e+00 2.0184451e+00
2.0408163e-03 1.9998366e+00 2.0235111e+00
2.2675737e-03 2.0003016e+00 2.0292084e+00
2.4943311e-03 2.0008515e+00 2.0355396e+00
2.7210884e-03 2.0006830e+00 2.0425063e+00
2.9478458e-03 1.9993487e+00 2.0501092e+00
3.1746032e-03 1.9977717e+00 2.0583481e+00
3.4013605e-03 1.9979666e+00 2.0672217e+00
3.6281179e-03 2.0009568e+00 2.0767275e+00
3.8548753e-03 2.0046906e+00 2.0868625e+00
4.0816327e-03 2.0048662e+00 2.0976223e+00
4.3083900e-03 1.9992305e+00 2.1090017e+00
4.5351474e-03 1.9915593e+00 2.1209944e+00
4.7619048e-03 1.9900234e+00 2.1335935e+00
4.9886621e-03 1.9993092e+00 2.1467907e+00
5.2154195e-03 2.0134170e+00 2.1605770e+00
5.4421769e-03 2.0181958e+00 2.1749425e+00
5.6689342e-03 2.0045477e+00 2.1898764e+00
5.8956916e-03 1.9808401e+00 2.2053669e+00
6.1224490e-03 1.9697643e+00 2.2214013e+00
6.3492063e-03 1.9877818e+00 2.2379663e+00
6.5759637e-03 2.0247090e+00 2.2550476e+00
6.8027211e-03 2.0465040e+00 2.2726300e+00
7.0294785e-03 2.0252927e+00 2.2906977e+00
7.2562358e-03 1.9714484e+00 2.3092341e+00
7.4829932e-03 1.9330869e+00 2.3282219e+00
7.7097506e-03 1.9546477e+00 2.3476429e+00
7.9365079e-03 2.0286448e+00 2.3674784e+00
8.1632653e-03 2.0907107e+00 2.3877090e+00
8.3900227e-03 2.0737376e+00 2.4083148e+00
8.6167800e-03 1.9774803e+00 2.4292751e+00
8.8435374e-03 1.8836390e+00 2.4505689e+00
9.0702948e-03 1.8887098e+00 2.4721743e+00
9.2970522e-03 2.0074699e+00 2.4940694e+00
9.5238095e-03 2.1415011e+00 2.5162314e+00
9.7505669e-03 2.1581013e+00 2.5386373e+00
9.9773243e-03 2.0191862e+00 2.5612637e+00
1.0204082e-02 1.8370065e+00 2.5840869e+00
1.0430839e-02 1.7867032e+00 2.6070827e+00
1.0657596e-02 1.9402093e+00 2.6302268e+00
1.0884354e-02 2.1770816e+00 2.6534945e+00
1.1111111e-02 2.2748940e+00 2.6768611e+00
1.1337868e-02 2.1160089e+00 2.7003015e+00
1.1564626e-02 1.8203548e+00 2.7237907e+00
1.1791383e-02 1.6602435e+00 2.7473033e+00
1.2018141e-02 1.8114937e+00 2.7708142e+00
1.2244898e-02 2.1665429e+00 2.7942980e+00
1.2471655e-02 2.4036667e+00 2.8177295e+00
1.2698413e-02 2.2766789e+00 2.8410833e+00
1.2925170e-02 1.8659891e+00 2.8643344e+00
1.3151927e-02 1.5384773e+00 2.8874576e+00
1.3378685e-02 1.6215282e+00 2.9104282e+00
1.3605442e-02 2.0790849e+00 2.9332215e+00
1.3832200e-02 2.5076529e+00 2.9558129e+00
1.4058957e-02 2.4903175e+00 2.9781784e+00
1.4285714e-02 2.0000000e+00 3.0002939e+00
1.4512472e-02 1.4637703e+00 3.0221360e+00
1.4739229e-02 1.3927874e+00 3.0436813e+00
1.4965986e-02 1.8965283e+00 3.0649071e+00
1.5192744e-02 2.5417482e+00 3.0857910e+00
1.5419501e-02 2.7229386e+00 3.1063109e+00
1.5646259e-02 2.2297892e+00 3.1264455e+00
1.5873016e-02 1.4804695e+00 3.1461737e+00
1.6099773e-02 1.1695811e+00 3.1654751e+00
